danceability,energy,track_key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,explicit,popularity,track_name,track_artist,track_id
0.607,0.659,5,-7.058,0,0.0806,0.335,0.0,0.513,0.354,89.937,324030,True,1,Naked,Radio Base,43FlS3PIpKGdi6niyhtMJY
0.769,0.314,0,-12.367,1,0.0688,0.000793,0.626,0.147,0.435,144.037,120500,False,13,Cannabis,Finestyle,4URdqbduCU7KCRfD8oYOte
0.152,0.387,8,-32.668,0,0.311,0.906,0.977,0.184,0.0287,91.978,40098,True,3,Intro.,J-Dooly,2iUKjZV14CTIB5i21E7MOA
0.666,0.519,10,-17.119,0,0.144,0.143,0.0,0.359,0.205,136.16,170109,True,3,Angela.,J-Dooly,7y46h4Psalksxo4A3QScri
0.828,0.415,1,-13.372,1,0.0765,0.0442,0.62,0.239,0.261,140.005,196101,True,3,Let Me Tell You Pt. 2,J-Dooly,43Ib7QQJnDwGeBad1L6IIx
0.774,0.364,9,-16.388,0,0.385,0.413,3.88e-06,0.0772,0.276,67.502,213603,True,3,Lifes-Amazing.,J-Dooly,4uSpdC7Lsql6XCNGfAjugl
0.362,0.376,2,-13.78,1,0.0931,0.00926,0.000164,0.0707,0.139,80.012,182491,True,3,"I'm Winning, I'm Winning, Pt. 2",J-Dooly,1EjXDP5mh6L6TqhCztZ4iW
0.655,0.495,8,-13.45,0,0.369,0.104,0.556,0.116,0.442,170.016,172095,True,3,Wont Be The Same.,J-Dooly,5mIbvcBo9TYi5fLDfYBvOD
0.818,0.448,10,-13.02,0,0.232,0.158,0.00272,0.233,0.175,140.027,140617,True,3,Doing My Thang.,J-Dooly,59lgyNSPR2eXc6K0aLlGSh
0.552,0.335,0,-15.48,1,0.391,0.171,0.000547,0.372,0.348,76.996,194220,True,3,How I Live.,J-Dooly,4EJQaa6od3JGd9gywlBFIu
0.714,0.27,0,-15.307,0,0.304,0.673,0.012,0.18,0.146,81.949,174106,True,3,"Life-Unit, Not Like Me, Pt. 2",J-Dooly,5XBUB0lUdHzN9DpDH8l8Dl
0.135,0.0304,10,-31.94,1,0.0354,0.483,0.96,0.0862,0.0354,100.398,66116,True,3,Outro.,J-Dooly,2SDcwZ8fLNeVU4IthNh3lk
0.52,0.265,6,-14.838,1,0.0459,0.752,0.784,0.109,0.43,96.259,206167,False,2,Yards and Yards,Infinite Nylon,0kWN7n0Yh46GB5zZvNbo1j
0.558,0.202,4,-14.793,1,0.062,0.902,0.818,0.112,0.396,103.811,200042,False,2,Clumsy,Infinite Nylon,6LB32nry6VUv1yWzqw1F3r
0.596,0.257,2,-10.293,1,0.0746,0.859,0.885,0.0984,0.226,95.519,197208,False,2,Left Away,Infinite Nylon,2vND1MGFacU8rzlcc7lRBU
0.57,0.216,5,-15.4,0,0.0541,0.909,0.89,0.117,0.219,99.91,124250,False,1,Distance After,Infinite Nylon,6jAzrIVGreWiSM5pLonXfI
0.523,0.213,4,-12.776,0,0.0739,0.813,0.917,0.0951,0.294,91.073,200125,False,1,Leverage,Infinite Nylon,24NEad9iXNxFZweLJOcpGK
0.5,0.239,5,-12.462,0,0.0565,0.883,0.88,0.114,0.346,91.222,210000,False,2,Morning Dream,Infinite Nylon,45ekgJg6BttIGOthzuYGex
0.482,0.245,3,-13.901,0,0.05,0.909,0.877,0.112,0.377,93.587,207442,False,1,Small City Love,Infinite Nylon,56E08biQ50qZ5AkxnH9RHC
0.471,0.278,5,-7.427,1,0.0525,0.831,0.902,0.15,0.287,57.404,204750,False,2,Retrograde,Infinite Nylon,06uS9By3eu05OWpystWV2O
0.602,0.201,1,-14.967,0,0.0919,0.915,0.872,0.109,0.246,99.289,198646,False,2,Sundry Items,Infinite Nylon,0qlTBfZYCC5LQ18VMZ3lK3
0.609,0.147,1,-13.923,1,0.0782,0.901,0.895,0.111,0.223,97.852,204562,False,1,Veiled Form,Infinite Nylon,5sx2aZj0Oov3yCWzOzzS5I
0.569,0.137,8,-13.807,0,0.0582,0.927,0.848,0.113,0.25,156.153,190535,False,1,Truth or Dare,Infinite Nylon,6hs04CeUEhYHClreqVbEez
0.424,0.154,2,-14.145,1,0.0557,0.895,0.804,0.124,0.392,152.155,213875,False,1,Vestiges,Infinite Nylon,0e96tZPnBpI681cDBi0HbJ
0.533,0.217,2,-12.655,1,0.0576,0.815,0.867,0.107,0.315,91.612,198250,False,2,Wandering Whale,Infinite Nylon,6RsP8cZu0IHObdIfwl7Pqf
0.62,0.211,3,-13.105,1,0.0741,0.874,0.855,0.108,0.213,115.757,169750,False,2,Virtue Traded,Infinite Nylon,7AHSkz38B6lrQWkgmGHTqJ
0.514,0.248,0,-11.82,1,0.0577,0.848,0.82,0.125,0.401,152.728,192500,False,2,Xi,Infinite Nylon,7wM5efB0ux9gArvYegZIm6
0.619,0.177,2,-13.037,1,0.0666,0.88,0.865,0.109,0.182,111.633,165104,False,2,Wisdom,Infinite Nylon,0GZcSp3q7HEB2U4uMdkuyy
0.485,0.22,3,-12.102,1,0.0619,0.894,0.901,0.115,0.318,90.372,194250,False,2,Big Moments,Infinite Nylon,56LZc94DeNLbqSkUUoMx3G
0.325,0.0716,0,-24.789,1,0.0464,0.885,0.885,0.0886,0.736,109.972,383399,False,11,Original,Josh Swish,3LGVqaQVCKaU9oAUEjPMWl
0.779,0.172,9,-14.111,0,0.0454,0.257,0.707,0.113,0.89,120.011,188723,False,1,Diamonds,Josh Swish,0SFOPROxmZLoogAhxl5ccv
0.396,0.423,7,-17.489,1,0.0382,0.154,0.833,0.114,0.109,159.994,202098,False,1,Green Sweets,Josh Swish,4BMS8at8sxWH1rhgEOOPot
0.721,0.0408,0,-18.594,1,0.0861,0.00636,0.726,0.0541,0.479,99.978,170896,False,1,Mango,Josh Swish,2jtnnJmo83Z4PMGJiJ0SYA
0.81,0.132,6,-18.533,0,0.0716,0.00624,0.879,0.0876,0.632,100.022,271943,False,1,Black,Josh Swish,0cjso11cueqPbtyKoZjG1Y
0.808,0.387,7,-14.032,1,0.265,3e-06,0.881,0.111,0.989,110.012,102530,False,1,Strawberry,Josh Swish,3iXGZVUe2mF069B2Had7gh
0.737,0.0599,0,-22.688,1,0.0725,0.00833,0.0368,0.101,0.0531,100.009,329900,False,1,Grape,Josh Swish,0UT6DSs85KvBnhCE99q40p
0.533,0.577,9,-15.401,0,0.0376,0.427,0.796,0.101,0.349,120.024,196159,False,1,Peach,Josh Swish,6M4kJibAQCUyUVdlSK9wfD
0.64,0.313,5,-16.79,1,0.045,0.54,0.906,0.103,0.189,140.004,270457,False,1,Blueberry,Josh Swish,4NnW991y5ZUdslIxAfj6cN
0.768,0.623,7,-15.055,1,0.0945,6.28e-05,0.625,0.0964,0.138,99.998,95106,False,1,Chocolate,Josh Swish,4bjpDbYTZjd6QgqMTuJCQo
0.635,0.148,7,-21.33,1,0.0382,0.827,0.931,0.121,0.106,139.993,297206,False,1,Tropical Fusion,Josh Swish,4JnS8mq0vrZ4don092jeas
0.779,0.445,9,-10.07,0,0.316,0.149,0.0,0.108,0.481,75.968,217900,True,14,Hugh Heff,Chuck Maguire,7tntbBFnaD81MpDgkIk4K1
0.606,0.417,11,-24.786,0,0.46,0.832,0.688,0.165,0.221,82.928,158093,True,0,Free FB (Intro),Fast Money Neph,3OTw5b3Vp3oL3sew8NAMT8
0.659,0.591,11,-10.295,0,0.258,0.0886,0.0,0.311,0.213,145.987,144927,True,4,Reaper Music,Fast Money Neph,4vQqnUlzfAjAF39lDCX17J
0.574,0.721,9,-7.025,1,0.298,0.0331,0.0,0.0822,0.331,72.051,150491,True,4,Business,Fast Money Neph,4rVuibMOIrosoB1w52xJke
0.769,0.671,11,-9.534,1,0.331,0.00331,0.0,0.0536,0.766,141.876,121783,True,3,10N,Fast Money Neph,5dW8ffAdjx3jBtxqn5lgtc
0.586,0.856,2,-8.657,0,0.287,0.32,0.0,0.184,0.58,169.952,113450,True,3,Fast Flow,Fast Money Neph,116VV3X4OW8L4CIpp4vQ0P
0.731,0.735,3,-7.776,0,0.24,0.0195,0.0,0.0999,0.254,149.879,128261,True,2,Hittin,Fast Money Neph,35l3EH0cK3TzCqKNYZORac
0.753,0.606,1,-8.17,1,0.156,0.0795,0.0,0.106,0.453,144.975,158929,True,1,Clueless,Fast Money Neph,60zTBeAdrlCMcPanlJ4Rhw
0.818,0.689,11,-7.226,1,0.174,0.0236,0.0,0.107,0.23,147.899,129959,True,1,"Fast Story, Pt. 1",Fast Money Neph,2btKuAuZcAV4DVCh6HMxdm
0.843,0.746,1,-5.878,0,0.324,0.018,0.0,0.0902,0.887,145.968,131553,True,1,Fully,Fast Money Neph,3dBymAVgvsTzr9bnYK5Jpm
0.809,0.493,1,-8.835,1,0.3,0.0721,0.0,0.0904,0.28,144.009,187246,True,4,Through the City,Fast Money Neph,5bIf90LsOWuHXIMNgQSa1j
0.617,0.76,0,-6.074,1,0.196,0.00787,0.0,0.19,0.632,144.814,188735,True,1,Active,Fast Money Neph,2zCuoisnEq8epgtxpbK5AU
0.827,0.574,9,-7.46,1,0.286,0.0183,0.0,0.101,0.319,156.879,110106,True,1,Lurkin,Fast Money Neph,0n5yi46OSX8PReCQzbqd4e
0.622,0.766,11,-8.148,0,0.259,0.021,0.0,0.304,0.571,154.992,173688,True,1,Money Counter Music,Fast Money Neph,0oXdz3OTMgvR2Oc1Msxiub
0.787,0.679,8,-7.684,0,0.213,0.0198,0.0,0.109,0.218,149.906,128287,True,2,Who is Fast?,Fast Money Neph,4PNOikxtnFfGMbN5Jou0vi
0.737,0.201,1,-21.775,0,0.0725,0.0945,0.699,0.091,0.172,135.001,199184,False,3,Super Max Zombie,Titobeats,6GuDX04qK9opgp6drTXnHC
0.799,0.527,8,-13.915,0,0.049,0.103,0.947,0.198,0.486,140.016,185208,False,3,Trick or Treat,Titobeats,4vR0KVjjT6veSbMJKeNLTt
0.597,0.283,8,-15.252,0,0.0366,1.07e-05,0.876,0.121,0.575,129.987,184686,False,3,Spooky,Titobeats,4zx7OssOKgEQrFa0bZV5M8
0.718,0.345,1,-16.886,1,0.369,0.0116,0.863,0.0899,0.25,170.03,152529,False,3,Nightcrawler,Titobeats,7nWHdGpoecPelUfUUYqaWP
0.768,0.144,10,-18.61,0,0.393,0.000941,0.559,0.104,0.334,82.493,180428,False,3,Crazy,Titobeats,7syqLOqSHELXBwuhIA0VPW
0.672,0.208,6,-15.329,0,0.0974,0.00453,0.936,0.103,0.77,90.083,165407,False,3,Courage,Titobeats,23GwURh0SBc6X7LToBwB3U
0.814,0.692,7,-14.442,1,0.112,0.714,0.437,0.098,0.0941,69.976,185208,False,3,Selfless,Titobeats,4uHxLDCLTeCj2XcnFIuj18
0.76,0.197,1,-18.254,1,0.516,5.93e-05,0.839,0.119,0.902,150.006,160052,False,3,7 Deadly Sins,Titobeats,4K1mDsCMFqVNNR9VxKrLma
0.816,0.578,8,-14.155,1,0.0816,0.113,0.741,0.131,0.232,149.995,172852,False,3,Anarchy,Titobeats,1LF4USxm05VNWIkdnHb74N
0.73,0.424,4,-15.567,0,0.0467,0.00219,0.934,0.145,0.293,139.972,178338,False,3,Analog Nightmare,Titobeats,0VqXdAvxlodUmm8LgYZneC
0.402,0.514,0,-13.178,0,0.038,0.676,0.807,0.232,0.437,76.998,249417,False,3,Castlevania,Titobeats,1DYZzBDr0wmzLEamMXXBLA
0.606,0.765,10,-16.128,0,0.258,0.0683,0.973,0.646,0.584,79.939,168072,False,3,Chants,Titobeats,6LOkP0iEdNJv0CVibBDHoU
0.747,0.461,1,-13.452,1,0.0611,0.0167,0.979,0.119,0.596,91.985,140931,False,3,Draculette,Titobeats,1L5SciwrafBdi9vr9fEMad
0.662,0.556,0,-17.975,1,0.0424,0.659,0.808,0.0602,0.964,120.0,151933,False,5,Zuma Beach,Harris Hausen,5Ka4h0DolAG3Kgj3gY7p3b
0.812,0.184,9,-22.35,0,0.0518,0.871,0.885,0.0781,0.676,137.551,159947,False,5,Surf,Harris Hausen,4oht4fi1csIx98kOeCwInl
0.532,0.122,0,-19.848,1,0.0479,0.974,0.947,0.111,0.122,82.534,134000,False,5,Midnight Tide,Harris Hausen,0CrwB4N2bkpvMpfCLJzUdq
0.481,0.328,6,-18.744,0,0.0284,0.955,0.798,0.376,0.532,91.21,137960,False,5,Spanish Surf,Harris Hausen,3pGOhUPqPlfq4kDrVmpHZ6
0.622,0.186,6,-20.219,0,0.0372,0.808,0.917,0.0767,0.432,95.59,145947,False,5,Hot Rod,Harris Hausen,3NwOfFcdfY3hHV7cwquCyA
0.532,0.414,0,-23.339,1,0.0329,0.883,0.886,0.148,0.972,170.686,145947,False,5,Motor,Harris Hausen,3GQR8enlrCef64Oxhv8q20
0.604,0.912,1,-8.628,1,0.395,0.317,0.0,0.689,0.533,168.174,217184,True,15,Mas Chingon (feat. Benny Tarantino),Big Rome,12bvAcYDTDYKsfhg9tUXLt
0.453,0.449,4,-10.381,0,0.135,0.00699,0.88,0.145,0.0564,150.044,135685,True,14,I (EyE),MK Virgo,1WCSQW5bxEikaIaNlTOMzp
0.767,0.838,4,-6.456,1,0.179,0.292,5.88e-06,0.293,0.578,96.6,141289,True,2,Power,Alei Islah,4ZEvw9nVwr1gqEGOAIu2AY
0.897,0.573,7,-8.668,1,0.408,0.0103,0.0,0.257,0.626,82.546,256129,True,3,Ratchet Shit,Alei Islah,31qjOHYOnReHDbSbZ9UkHw
0.935,0.796,5,-6.282,1,0.431,0.0733,4.88e-06,0.0844,0.879,95.497,159121,True,2,STRIPPER SEASON,Alei Islah,5VO5EHgVKYUhomT6JcpF2Y
0.94,0.487,6,-7.36,0,0.553,0.00637,0.0,0.272,0.692,130.058,129625,True,3,Move Bitch,Alei Islah,3P4IBVRAsVtwsVp7ERwSm8
0.942,0.658,6,-7.285,0,0.373,0.00385,0.0,0.168,0.462,98.953,135097,True,2,Hoochie Mami,Alei Islah,1bNWmEw0Xl12ZyLdfvzNcY
0.842,0.734,9,-5.776,1,0.242,0.258,0.0,0.157,0.932,100.001,133681,True,2,Back n Forth,Alei Islah,5J4BA3AuPeeSNWYsH2nwfE
0.702,0.733,9,-6.078,1,0.415,0.0144,1.69e-06,0.327,0.834,194.126,87481,True,2,Throw that Ass,Alei Islah,5s9rwKdtNKoWv92H8gQJ8T
0.856,0.962,11,-5.122,1,0.369,0.376,1.05e-05,0.214,0.579,99.965,150841,True,3,Only Fans,Alei Islah,12l7mlrNxqspjxKjhFHo8n
0.929,0.88,6,-5.522,0,0.384,0.46,0.0,0.468,0.792,95.98,144217,True,2,Chanel,Alei Islah,0U8bg8KhdnGk6pfLlUzcGr
0.93,0.326,7,-8.915,1,0.732,0.00603,0.0,0.254,0.489,135.11,122881,True,3,Shake That Ass,Alei Islah,4Jb9bM00PZM3FH9h8SHTLV
0.605,0.615,11,-7.655,0,0.297,0.253,0.85,0.256,0.414,133.313,162241,True,3,I'm A Boss,Alei Islah,4siVRrMphLFkQFyWMGRuaR
0.858,0.604,1,-6.819,1,0.437,0.1,0.0,0.209,0.769,88.902,161473,True,2,Poppin,Alei Islah,30BNjF9EF15XZPs9ks5GjR
0.53,0.823,1,-5.518,0,0.469,0.744,0.0,0.104,0.623,180.174,160873,True,2,Run It Up,Alei Islah,0ZQxJNKbC1x2pF5suOhTox
0.79,0.669,9,-4.219,1,0.289,0.0227,0.0,0.0687,0.18,85.934,193228,True,14,Posse Up,Techniec,6W3VM2sLkP6rRDX0lJipl3
0.63,0.827,4,-3.83,0,0.0409,0.0147,0.193,0.539,0.684,131.013,162973,False,14,Bad Things - The Theme From 'True Blood',Jace Everett,0TQ7odA4Yjxyr3EdUpSKCU
0.702,0.376,4,-14.575,0,0.183,0.505,0.0,0.128,0.0761,82.412,93675,True,14,Anywhere You Wanna Go - Alt. Version,Yung Shadøw,2RHIxRC1cuL1vyvGuEDXpv
0.47,0.891,2,-11.099,1,0.0511,1.52e-05,0.908,0.248,0.0798,116.826,95473,False,4,Now She Mad,Tsar Kangroo,2dX4GPC3WQfm408fzcqvtC
0.363,0.803,0,-8.45,1,0.0503,0.706,0.871,0.312,0.519,121.365,48784,False,4,My Pet Cat Ate the Last Brownie,Tsar Kangroo,7Fq6vu69U0Kyqu5hOke0Hq
0.251,0.0625,5,-35.563,0,0.0515,0.903,0.959,0.106,0.246,72.642,68486,False,4,I Can't Remember What It Feels Like to Be Happy,Tsar Kangroo,3HG2zVHc03nuiG4Li0Yux9
0.515,0.684,7,-15.368,1,0.116,0.28,0.819,0.0951,0.96,82.409,61756,False,4,"Gvsu, Who?",Tsar Kangroo,5XQsFRMWqp7V0mDEFaWsFH
0.0,0.818,10,-13.592,0,0.0,3.06e-06,0.881,0.164,0.0,0.0,11064,False,0,Fast Song,Tsar Kangroo,580QOd4IZRc97153sWJ0uK
0.0,0.593,9,-16.404,0,0.0,0.000612,0.543,0.148,0.0,0.0,13151,False,0,2020 (System Failure),Tsar Kangroo,5UXe4sMVy0ZLAD1YxdM1Um
0.691,0.387,10,-17.824,1,0.0828,0.0218,0.955,0.108,0.0941,116.422,161719,False,4,Hopeless Poisson,Tsar Kangroo,4NHK5r7tfXjEzAL0b5IBJX
0.277,0.512,0,-15.908,1,0.0422,0.181,0.935,0.155,0.0587,119.181,217695,False,4,"1,000 or 1000",Tsar Kangroo,32ek6DlZ603bOjwJcpo9DZ
0.807,0.669,10,-15.668,1,0.232,0.00126,0.971,0.0889,0.382,120.052,200686,False,4,France,Tsar Kangroo,2IkCNmiTDWFB5Lby96Q0DL
0.732,0.453,1,-12.361,1,0.129,0.791,0.796,0.38,0.173,120.004,48471,False,4,We Will Never Understand,Tsar Kangroo,417Utj5RTpu70Ulk6HGh6V
0.809,0.789,1,-5.911,1,0.347,0.534,0.0,0.156,0.557,92.014,140870,True,0,10 Commandments,Cannaboy,32BsGfKSkJue8seVbjDJa8
0.681,0.754,11,-7.431,0,0.308,0.691,0.0,0.0649,0.521,82.973,196577,True,0,Stand Back,Cannaboy,5JZHZzmpPoUZAKJV1ZRAk6
0.78,0.733,2,-2.374,1,0.397,0.818,9.06e-05,0.103,0.344,74.041,184916,True,0,What It Do,Cannaboy,5TX3EdUKQQwPZJvaVjHS6F
0.85,0.841,7,-4.86,1,0.332,0.192,0.000103,0.213,0.409,152.09,183158,True,0,Girls Girls,Cannaboy,02BRIaeM5UXGHOOlXUrB1F
0.642,0.854,6,-7.488,1,0.0462,0.198,1.04e-06,0.171,0.866,108.032,244677,True,14,Can‘t Wait,Cannaboy,4ByZTkRGltfEHDZfitnUxY
0.305,0.396,9,-12.22,0,0.0384,0.715,1.64e-05,0.0833,0.11,161.559,195000,False,0,When I Win I Lose,Cannaboy,6YwBbHe1cC2niyjRV12ub0
0.871,0.757,1,-5.446,1,0.381,0.0531,2.39e-06,0.215,0.47,150.065,177214,True,0,Drugs Thugs,Cannaboy,6CYhFLeW4Q1gm6n6lr4UXT
0.674,0.692,7,-3.816,0,0.366,0.414,1.06e-05,0.0688,0.898,171.589,149428,True,0,What You Know About,Cannaboy,7pnfDV33i0td0qIkeTrso2
0.87,0.956,6,-3.868,1,0.336,0.464,3.45e-06,0.107,0.803,140.065,195398,True,0,Tongue Kisses,Cannaboy,3ivvuWIrCc0tx6OuXopEjd
0.758,0.748,7,-5.69,0,0.104,0.0587,0.0,0.0936,0.6,75.984,180000,True,0,Girls Girls - Remix,Cannaboy,1p5IgexCYCadS76YCRefUn
0.45,0.415,9,-11.204,0,0.0341,0.633,0.0,0.0748,0.141,80.769,194997,False,0,When I Win I Lose Country Mix - Remix,Cannaboy,0RimfNEMmItZuB80UyoxNf
0.926,0.317,7,-14.41,1,0.417,0.0804,0.0,0.0872,0.561,91.993,155611,True,13,Rock Out,Whosthahottest,1WidrhzYfDgSvmG2Q0TPZw
0.247,0.0321,5,-26.161,0,0.0535,0.986,0.922,0.112,0.302,174.321,109803,False,1,Focus,Study Solution,40O2risXLRXAykw97pZhXr
0.541,0.00729,0,-30.333,1,0.258,0.987,0.971,0.111,0.576,131.447,109180,False,1,Soft Piano,Piano Deep Relax,1Tj5mqXwGPrpk7FyGFZ5eX
0.259,0.0573,0,-18.784,0,0.0461,0.982,0.915,0.122,0.129,207.253,109963,False,1,Brain Power,Study Solution,0CX7Hbj7H6J1cfPHDqwmqh
0.206,0.0239,5,-18.553,0,0.0372,0.964,0.94,0.122,0.224,184.735,117052,False,1,Work,Study Solution,5m7o8WxHFc4kK5cNmFw2Pn
0.332,0.00994,5,-30.484,0,0.0398,0.985,0.9,0.115,0.0314,135.014,128372,False,1,Study Better,Study Better,578dapc5ZKavhokJIDIjcS
0.355,0.0125,0,-31.756,0,0.0383,0.985,0.955,0.125,0.0443,68.896,138960,False,1,Relax,Study Better,2cPbVK3yIDAb6hLZAZCVA1
0.389,0.0187,0,-30.118,1,0.0397,0.995,0.905,0.139,0.0452,141.543,128279,False,1,Peaceful Piano,Study Better,2MmgTP1mrfm9TcBAqiKia9
0.404,0.042,5,-17.068,0,0.0361,0.982,0.92,0.11,0.129,63.507,96445,False,0,Concentration,Study Solution,4hgOULAwKZKOXRArbEVN9a
0.431,0.0595,0,-27.65,0,0.0501,0.983,0.953,0.121,0.0368,76.516,131529,False,0,Soft Piano,Study Better,2UiyjzqF6Xc4Ele6s66tIW
0.375,0.0322,0,-28.823,0,0.0413,0.988,0.929,0.115,0.0389,66.99,135203,False,1,Zen,Study Better,0HwD732xZIzU0FtCy5Gzot
0.347,0.133,0,-19.621,1,0.0386,0.979,0.945,0.157,0.106,73.452,101706,False,0,Relaxation,Study Solution,262qb5dJHOE4tXW5hvGBo4
0.326,0.0391,8,-16.384,1,0.0346,0.979,0.921,0.113,0.152,165.038,135616,False,0,Memory,Study Success,6yuJDE9oXN9gFDCrLNuVMr
0.293,0.00588,6,-33.221,1,0.0377,0.986,0.947,0.101,0.0612,136.428,128981,False,0,Sleep,Study Better,4Hg0b0OBApoCy2z55x2mzH
0.446,0.08,0,-23.605,1,0.0427,0.978,0.945,0.113,0.301,68.384,116553,False,0,Peaceful Piano,Study Solution,0JivMfdo3GKLmsTI53vxWX
0.398,0.00829,6,-34.745,1,0.0379,0.992,0.912,0.0945,0.115,137.598,126171,False,0,Chill,Study Better,77aAB5qyyclrpHuI4O2u8k
0.394,0.132,0,-20.97,1,0.0382,0.949,0.945,0.115,0.297,72.746,97495,False,0,Brain Food,Study Solution,6GAOfRPCkp7Q02Y1JWuh6b
0.611,0.00281,0,-28.425,1,0.263,0.989,0.966,0.092,0.84,134.813,155228,False,0,Story,Piano Deep Relax,4iBW7VUkgkgBrXLDjTZ1vc
0.385,0.0444,5,-17.055,0,0.0339,0.895,0.936,0.121,0.295,65.169,106055,False,0,Success,Study Success,3bG40m84g29bUyqJs0g4YS
0.625,0.00201,0,-30.656,1,0.289,0.991,0.969,0.118,0.831,71.729,114380,False,0,Concentration,Piano Deep Relax,6TrqfmV6i1vybHJDOYosCX
0.312,0.0119,0,-30.597,0,0.0408,0.985,0.929,0.096,0.037,69.045,149879,False,0,Relaxation,Study Better,6AUzhVX0RrvOj1mXEl3y5K
0.315,0.0328,1,-20.802,1,0.0371,0.979,0.93,0.111,0.378,168.618,118126,False,0,Study,Study Solution,6q40437UDmRPOsmFGfKbCw
0.562,0.00269,0,-30.62,1,0.294,0.993,0.971,0.0956,0.775,128.969,136822,False,0,Days,Piano Deep Relax,1CSxVvj3pA24LGZPnnEQqD
0.681,0.00241,0,-27.616,1,0.45,0.989,0.944,0.0828,0.692,68.95,124778,False,0,Inner Focus,Piano Deep Relax,2vJgh2otbyD1KAW1AkwRvN
0.377,0.0302,0,-21.938,1,0.04,0.927,0.933,0.102,0.093,72.563,110427,False,0,Better Learning,Study Solution,7lFt7rCXQDFdDWXvkVDbTL
0.483,0.00183,0,-27.443,1,0.0691,0.981,0.971,0.0839,0.364,61.613,175777,False,0,Home,Piano Deep Relax,3j0ZylWQkd9e9ib5SymgPH
0.585,0.00674,0,-30.884,1,0.296,0.99,0.966,0.106,0.777,137.565,111780,False,0,Soft Relax,Piano Deep Relax,1JwgLzts4hSdF4H3JzgF4S
0.629,0.0038,0,-30.275,1,0.287,0.982,0.976,0.0842,0.797,133.512,132577,False,0,Sleep and Relax,Piano Deep Relax,7AAT0aLg1lPJmTj94ecy7c
0.799,0.494,10,-13.662,1,0.104,0.0555,0.857,0.174,0.497,127.998,195469,False,14,5g Tower,Finestyle,79WQPYT72qBzkjHKkmJvHE
0.68,0.696,0,-5.38,1,0.0296,0.785,4.08e-06,0.303,0.893,124.065,219440,False,15,Greedy Girl,CiRcUs LiBeRtY,4hOCRE1Uk9dbAln5LzBbBf
0.73,0.255,0,-18.384,1,0.042,0.641,0.195,0.0455,0.911,143.031,118405,False,3,Madman,Conjecture City,3vOicIIShgOHX67szBtn9c
0.572,0.0586,7,-21.285,1,0.0314,0.824,0.945,0.0969,0.233,95.04,117618,False,3,Digital Hate,Conjecture City,3AdLybZgX28ar3IH1zYkVn
0.498,0.149,5,-13.711,1,0.0342,0.852,0.832,0.13,0.468,167.933,133030,False,2,Sunrise,Conjecture City,3Zarayg5wUffniV9qkC1ch
0.635,0.331,5,-16.786,1,0.0322,0.405,0.0599,0.0663,0.887,139.838,52409,False,3,The Cuteness,Conjecture City,4KWktO0Iq141JfoKnQEFWr
0.518,0.464,7,-18.801,0,0.034,0.00126,0.868,0.118,0.972,143.039,118379,False,3,Realism,Conjecture City,1PIiy8Q22nivN695fRDBEt
0.38,0.244,6,-18.945,0,0.0411,0.654,0.639,0.24,0.178,107.193,68527,False,3,Connection,Conjecture City,4CDB6VKi500cgzrwrvcCjx
0.643,0.252,0,-16.536,1,0.0411,0.951,0.00257,0.0991,0.739,101.018,72644,False,3,Drowning In Success,Conjecture City,0bcHfVgSHqRlfOy345cfd4
0.604,0.0889,7,-25.481,1,0.0422,0.582,0.854,0.152,0.501,181.946,77913,False,3,Where's My Party,Conjecture City,1jnmf7Ozn5dCRIFs6IPOki
0.453,0.432,0,-20.057,1,0.0525,0.084,0.83,0.24,0.688,139.932,120965,False,4,Eternal Education,Conjecture City,4EE6TEVo7DDyVjdM54LBaY
0.642,0.113,2,-19.276,1,0.0275,0.0701,0.0843,0.16,0.71,100.902,72013,False,3,Procrastination,Conjecture City,7tmH6511yVVNOhkmFFCOL4
0.765,0.645,9,-15.082,1,0.457,0.619,0.0,0.429,0.7,160.079,204870,True,2,Identity,Alei Islah,0HIpfc2YJhLEwbHF10EYgu
0.793,0.286,9,-15.623,0,0.634,0.638,0.0,0.124,0.384,154.837,209885,True,3,CIRCUMSTANCES,Alei Islah,2qIAaOqkL3yMdCorultXt4
0.89,0.321,10,-16.956,1,0.523,0.422,2.45e-05,0.126,0.56,80.98,177633,True,2,Frozen,Alei Islah,4NNWIrlYa1hiz4wXQHF5Fx
0.977,0.287,8,-14.66,0,0.43,0.64,0.0,0.102,0.609,124.006,197555,True,2,BOO,Alei Islah,3mfCc982WCxrfbd1PG5HUU
0.868,0.401,9,-13.161,0,0.363,0.789,2.38e-06,0.324,0.64,140.042,216967,True,3,CARE,Alei Islah,0h3cDz4S5EvYm1BsWKIMgN
0.788,0.0482,6,-19.979,0,0.525,0.817,0.0,0.104,0.365,129.94,210698,True,2,Soul Wide Open,Alei Islah,0XDEszFBepuSEty7pd0hBf
0.829,0.388,1,-12.332,1,0.0632,0.209,0.0,0.245,0.881,129.971,161959,True,2,If Walls Could Talk,Alei Islah,7pQimB69y2Z8iVAWHAtsHz
0.941,0.188,2,-18.571,0,0.383,0.538,1.87e-05,0.32,0.64,110.107,243693,True,2,Toxic Love,Alei Islah,0FccbAdcIr5Sw5cbX2Zxoa
