danceability,energy,track_key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,explicit,popularity,track_name,track_artist,track_id
0.73,0.797,2,-8.003,1,0.392,0.149,0.0,0.0573,0.559,167.034,151693,True,2,Its Up,Wnc Whopbezzy,0y9hiXihThX5qj26UEs1g6
0.785,0.351,8,-13.692,1,0.492,0.017,0.0,0.0692,0.464,160.178,169104,True,2,Fuck Em All,Wnc Whopbezzy,3a1vdxUG1qXQ1lzPvW09Tb
0.775,0.657,1,-7.781,1,0.397,0.373,0.0,0.132,0.405,80.869,105561,True,2,Rollin,Wnc Whopbezzy,4H3kN4yvZf54f2p0KfgEHv
0.656,0.731,7,-7.599,1,0.35,0.118,0.0,0.183,0.47,159.826,120137,True,2,Pacsun,Wnc Whopbezzy,3z7XEUfEI0pQl1vaV6f73O
0.474,0.663,7,-10.064,1,0.334,0.16,0.0,0.137,0.605,83.305,120059,True,3,Trap House,Wnc Whopbezzy,2QR8dQJDebaN5KphMzoARl
0.594,0.748,11,-5.314,0,0.34,0.126,0.0,0.268,0.624,83.375,119352,True,3,No Brainer,Wnc Whopbezzy,6uTtJIIQ9hOl0ZpmDiIf5v
0.681,0.551,11,-11.543,1,0.615,0.274,0.0,0.391,0.661,85.509,72490,True,3,3rd World Shit,Wnc Whopbezzy,5Vp8Yj5E3CdYtFntgUdd37
0.598,0.747,0,-7.016,1,0.332,0.127,0.0,0.237,0.638,84.495,122070,True,3,I Stay On E,Wnc Whopbezzy,4r89aITXtuGt5zQqPs7HeL
0.593,0.43,0,-18.523,1,0.102,0.0676,0.832,0.1,0.347,162.05,198583,False,1,Lucky #13,Confusion Born,6HgAqFADOZv0rezzbcd9ey
0.802,0.369,11,-20.738,0,0.0474,0.116,0.866,0.0773,0.59,119.994,216059,False,7,Castaway,Confusion Born,605hxATekVdLUkuJ4w8ogG
0.66,0.611,5,-15.062,0,0.0378,0.0772,0.883,0.0789,0.698,109.984,274965,False,0,In the Doorway,Confusion Born,6a95Qshj5alEAyhrqV8mpq
0.51,0.708,2,-17.064,0,0.0704,0.331,0.906,0.264,0.893,161.994,284500,False,0,162.1.2021,Confusion Born,3l1nZxRBtLJuMox1REaeGE
0.739,0.47,7,-15.388,1,0.0467,0.0283,0.892,0.0703,0.755,110.023,246622,False,0,Lost in the Shipyard,Confusion Born,1uqTTkNdoSjgTwUWELJmIW
0.584,0.59,9,-14.138,1,0.0432,0.264,0.88,0.216,0.934,161.988,211905,False,7,Grow In Light,Confusion Born,1uDqLy13odv0u0Tyz9yeWO
0.4,0.37,2,-17.962,0,0.197,0.112,0.889,0.102,0.0547,73.364,252056,False,0,Lone Namecaps,Confusion Born,7dYJE6B8DEV3zF74vnTuOx
0.575,0.308,2,-18.974,1,0.0411,0.227,0.869,0.141,0.479,144.042,208405,False,0,Survival,Confusion Born,4Lf4V3OxAw3i5xtgawiz47
0.409,0.46,1,-15.557,0,0.0452,0.000847,0.92,0.0804,0.874,162.03,232647,False,0,Proj,Confusion Born,1mdY0Yqk1ge1pcqXmGa6hj
0.292,0.371,0,-16.918,1,0.0389,0.000514,0.813,0.115,0.125,139.945,288052,False,7,They End Up As Stars,Confusion Born,0eCBACFTVThbUhDivHLA0C
0.721,0.548,0,-13.03,1,0.0517,0.00593,0.652,0.375,0.215,130.011,148615,False,13,Amenazy,zrfamelystudio,5eCuZgaBiaVETywHMrEuro
0.468,0.955,6,-3.246,0,0.0566,3.7e-05,1.44e-05,0.142,0.307,107.489,254492,False,14,Obelisk,Northlane,1KkU3EtXjjWU5Zjh2bU1aQ
0.774,0.598,5,-8.496,0,0.236,0.046,0.0,0.139,0.391,95.028,111199,True,14,Next,Reiss Woods,2BgxHGq6yUuIYUGtGM0klK
0.401,0.433,6,-10.451,1,0.0544,0.0448,0.0,0.047,0.421,71.315,307613,False,14,Zodiac Sign,Sam Bostic,49zHe36ZDyakMKiOgn82OB
0.622,0.668,6,-9.848,1,0.514,0.355,0.0,0.0648,0.652,109.49,172460,True,14,WON'T TELL ON MYSELF,V12,5yjFwFuZaHmM3Cikj32Vka
0.549,0.933,10,-4.614,0,0.0552,0.0779,0.761,0.184,0.337,105.016,361456,False,14,Ascent,Sun & Rain,69NhTHuu8St5oEVolnWGII
0.763,0.442,7,-12.767,0,0.181,0.558,0.0,0.553,0.793,123.026,201585,False,14,Ai Yu'os,Joe Garrido,2U3xzxJU2cAwnnRgJ9lrpi
0.871,0.521,3,-10.28,0,0.368,0.0555,0.0,0.119,0.646,121.972,271522,True,2,Big Things,Bonney B,3cmgkNJbt0meE9d8PDFgOX
0.815,0.604,8,-9.572,0,0.238,0.0483,0.0,0.128,0.586,100.006,153856,True,1,Everywhere I Go,Bonney B,40CEIv6HPQHg41jUlU0ZXq
0.734,0.633,7,-8.601,0,0.1,0.0946,0.0,0.0723,0.379,93.518,159652,True,13,Mutombo,Bonney B,2Um3HNit6t8i4UoJGJEH3y
0.648,0.777,5,-5.577,0,0.0711,0.06,0.0,0.285,0.487,100.039,203000,False,15,Party People,Sonson,0BA372HKrXR8ec4suW66pm
0.668,0.749,10,-9.395,0,0.0541,0.908,0.925,0.109,0.293,160.009,145865,False,14,Millonario,Dj Akatsuki K3,15MPVGE1PwpEo9lOMGVpXM
0.72,0.531,2,-10.541,1,0.214,0.00654,0.912,0.0395,0.584,83.03,163381,False,14,Road Trip,Finestyle,1JE2T80tpoRcw5544kQIBy
0.815,0.517,7,-6.208,0,0.0866,0.734,0.0,0.0626,0.781,75.007,182787,False,15,Love Vibes,Sonson,6O0MFmrtsczXE4MwNGAII9
0.652,0.873,9,-3.669,1,0.245,0.238,0.0,0.0672,0.675,74.857,203800,True,13,Run,Nick Nittoli,5XsgzFJtxH7XBcXyGRkQzI
0.815,0.71,0,-6.147,1,0.0821,0.0233,8.29e-05,0.0893,0.518,110.0,149465,True,14,Top Down,Yung Hop,3Js6cjUBUxbEHSnbezKR3q
0.537,0.665,7,-9.215,1,0.392,0.235,0.0,0.389,0.473,144.824,152276,True,14,Pound Puppies,Bonafide Suspects,2IO2Zu5awtrLJCQeLxPxf9
0.679,0.678,11,-9.579,0,0.0267,0.125,0.0531,0.0824,0.547,110.012,185272,False,14,Il pensiero,Daniele Nick,1uIGvVS0vbfgIs8GjnsvSP
0.661,0.71,2,-7.399,1,0.306,0.0919,0.0,0.465,0.459,129.809,212496,False,15,Ten Dimes,Mac Black,4JNSuqsg4JugwkcfxnOa9C
0.521,0.856,10,-3.409,1,0.0507,0.141,0.000211,0.313,0.225,142.766,184430,True,14,Not Waiting,Keegan Chambers,2vlyEbzTAeLRCc7GNysx9D
0.501,0.598,0,-7.824,1,0.383,0.058,0.0,0.403,0.167,63.417,192976,False,13,Take It Easy,Leo Stroke,5M3VjIhiWTHGzg1CpQS3Eg
0.403,0.707,1,-5.381,1,0.211,0.0337,0.0,0.201,0.115,91.09,442070,False,0,Prayer Charge,Korey Mickie,00yene3hlfxjZwg4NyK8ea
0.363,0.881,1,-3.781,1,0.464,0.0169,1.03e-05,0.409,0.431,78.919,669309,False,0,We Declare Victory,Korey Mickie,6zYeB1a0mTHUj1xSzy2Qp2
0.562,0.931,1,-4.206,1,0.15,0.00126,0.00296,0.363,0.694,162.97,454060,False,1,Victory Is Here,Korey Mickie,0oAqyMLasUEwbPo70MEfFs
0.519,0.954,1,-3.87,1,0.0999,0.00301,0.117,0.164,0.647,163.014,260075,False,1,It Is so Praise,Korey Mickie,4lT3SxwM2eTOtOehLEvbPt
0.576,0.879,1,-6.26,1,0.0784,0.0154,0.0496,0.271,0.558,163.045,230060,False,8,Living With Victory,Korey Mickie,2YK8qqFw6La5JyC90s17jY
0.569,0.882,1,-5.147,1,0.115,0.00186,0.0266,0.124,0.426,163.026,346070,False,2,It's Still Well,Korey Mickie,49LmxpQALcynCV9fbz8WKT
0.555,0.91,1,-6.556,1,0.108,0.0179,0.868,0.0989,0.742,163.027,152059,False,9,Storm Is Passing Over,Korey Mickie,2fKlsr8nlrWz5PIktTLmlx
0.533,0.935,1,-5.771,1,0.0757,0.000982,0.0554,0.0369,0.705,163.066,250070,False,1,They Don't Know,Korey Mickie,0sABs82RItiEc312QtrkW2
0.951,0.479,2,-10.629,1,0.368,0.0564,0.0,0.172,0.582,134.027,172016,True,14,Shananigans,Shannon Alece,1IsoE5ugCs572ah6zR6aJJ
0.746,0.918,1,-4.223,1,0.164,0.52,1.98e-06,0.256,0.309,141.056,44121,True,2,Intro Music or Bricks,C.P Da BabyDon,5Gld52I6jA5rIa7APnCFc6
0.666,0.834,4,-2.428,0,0.0461,0.207,0.0,0.412,0.505,129.042,145345,True,4,They Want in,C.P Da BabyDon,6fRFHnpvHb8Cuhob0aOnxj
0.654,0.842,11,-3.992,0,0.202,0.0865,0.0,0.548,0.682,145.942,236931,True,3,Money,C.P Da BabyDon,6mPLwGXhrs3KaA1U0QcL2p
0.672,0.86,0,-3.34,0,0.324,0.0252,0.0,0.607,0.65,160.041,223791,True,2,Ball,C.P Da BabyDon,5trgvQuR4GOjYt69THs8qY
0.803,0.827,2,-3.399,1,0.0539,0.12,0.0,0.137,0.0553,134.483,287086,True,3,Shootin',C.P Da BabyDon,25pv7oOsDXgUBU6r4qy7OO
0.727,0.758,5,-4.81,0,0.226,0.179,0.0,0.378,0.67,75.019,268826,True,2,Where They at,C.P Da BabyDon,0vVd0hHYQo1hFhzhITsUjC
0.755,0.662,2,-4.432,1,0.302,0.155,0.0,0.541,0.443,172.343,215092,True,2,Ain't Changed,C.P Da BabyDon,3nbPnubGbmRuM5zpQVwPgY
0.811,0.765,6,-5.263,1,0.242,0.0482,0.0,0.535,0.474,138.006,347768,True,2,Duffel Bag,C.P Da BabyDon,0NdroV9Il8IYJDx6Zo2nRc
0.73,0.477,8,-6.311,1,0.135,0.0851,0.0,0.114,0.0709,82.003,186671,True,4,Damn,C.P Da BabyDon,5spcG0ftFs8rPWrp38sWC4
0.767,0.832,1,-3.655,1,0.112,0.143,0.0,0.174,0.277,151.875,116140,True,2,All Tha Time,C.P Da BabyDon,5Nc7FFDokQjInRVkuo6zCE
0.667,0.535,1,-10.344,1,0.214,0.064,0.0,0.487,0.456,148.024,258612,True,2,Sold Dope Cause I Was Broke,C.P Da BabyDon,6uZI7L1p5PWHhCxtMLHO4H
0.768,0.463,1,-6.41,1,0.0969,0.013,0.0,0.1,0.521,75.998,206158,True,3,In Tha Ghetto,C.P Da BabyDon,4uIyGUhkRPAgJ1vytCtCC8
0.706,0.678,1,-6.92,1,0.238,0.105,0.042,0.244,0.53,150.034,320810,True,2,Goin' Thru Some Thangs,C.P Da BabyDon,6gt888Iba4D8ulEzB4DNXi
0.897,0.667,11,-5.094,0,0.119,0.00199,6.16e-06,0.0782,0.587,139.981,172931,True,4,Heavy Chevy,C.P Da BabyDon,2Bp5mZNzESk03lDYAr7yiJ
0.764,0.658,8,-4.491,0,0.0344,0.813,8.07e-06,0.292,0.83,96.133,152285,False,14,Antes de Ti,Natassha Reendo,4KczUk27gxurezrrpllpNG
0.62,0.825,2,-9.91,0,0.0463,0.0851,0.91,0.416,0.118,129.994,280620,False,4,Festival,Acidizer,6hWr4ZDzQnUrteawvaKYnQ
0.812,0.471,6,-13.807,0,0.0442,0.00448,0.884,0.117,0.167,129.993,151591,False,4,Peak Time,Acidizer,6xP8bxfiw07XJYaemqZk9m
0.743,0.502,11,-10.285,0,0.106,0.0503,0.801,0.1,0.148,130.011,177442,False,9,Primal Hunt,Acidizer,5QP8ulJsjd5x7tIMDg5j0D
0.76,0.91,7,-6.889,1,0.0423,0.0157,0.914,0.126,0.118,130.001,149543,False,4,Counter Strike,Acidizer,7cuQd31JMpna3ZQz6QgHns
0.747,0.801,10,-11.014,0,0.0466,0.0313,0.926,0.181,0.215,129.962,206986,False,4,Boilng Point,Acidizer,5S1L5H4E8rnT96KGYDE0pd
0.88,0.521,1,-10.226,1,0.121,0.00312,0.903,0.0946,0.0475,130.004,211389,False,4,Acidize,Acidizer,32XFTlM83LnZC59CSffzsT
0.758,0.74,4,-9.96,0,0.0954,0.0829,0.897,0.0841,0.6,95.012,164658,False,14,Tus Labios,Kaneky White,161gM0aFguJcmMnERDCv4g
0.813,0.46,1,-11.368,0,0.456,0.253,0.0,0.242,0.561,120.033,164568,True,2,(Intro) SPACESHIP,E.TEE,6s9PoFQHCljM3Rmt3mwqnq
0.833,0.481,0,-10.638,1,0.306,0.0648,0.0,0.36,0.407,133.475,192576,True,3,LIKE IT OR LOVE IT,E.TEE,73qpbL5RlEJHMnCCxkuMuN
0.579,0.476,7,-10.339,0,0.461,0.253,0.0,0.105,0.517,80.762,204611,True,2,THE GREAT ESCAPE,E.TEE,2b7onA0fdxptxzRN18gPlO
0.957,0.393,6,-10.665,1,0.138,0.461,1.49e-06,0.118,0.526,104.972,146286,True,1,IDK,E.TEE,3Zl55ko6Ng3T86NBX2y05r
0.868,0.443,5,-12.293,0,0.381,0.559,0.0,0.112,0.435,126.988,188031,True,2,BLESSINGS,E.TEE,2exwJlIzH4mZdsr5Ye2Sj7
0.828,0.42,7,-11.393,0,0.321,0.267,0.0,0.127,0.731,139.935,167380,True,1,MOTIVATED LEVELS,E.TEE,5D2Vgy4u4IyePMOsj2hsKs
0.862,0.618,1,-7.549,0,0.349,0.0956,0.0,0.112,0.555,133.941,197025,True,2,COUNT UP!,E.TEE,6WuQ9SiS0RPtrWSpsduMOR
0.883,0.487,6,-11.083,0,0.464,0.259,0.0,0.242,0.911,116.994,235613,True,2,MEDICINE BOTTLE,E.TEE,3Zcel2ImKtF40HF63qM4hT
0.81,0.526,7,-9.941,1,0.422,0.0889,0.0,0.096,0.0986,124.038,201300,True,1,ON DA RUN,E.TEE,1dRbxlFD5BlNLwqdpUgAnr
0.607,0.448,8,-12.228,0,0.0776,0.32,0.0,0.164,0.61,90.769,173016,True,1,SORRY,E.TEE,2ygDYtMHFDCudYULARm1ve
0.676,0.42,4,-11.327,0,0.18,0.567,0.0,0.124,0.456,94.103,163423,True,1,TIRED,E.TEE,3WVr5UzJvgcqXfp1hT7DA1
0.796,0.483,4,-9.073,0,0.192,0.394,0.0,0.103,0.445,120.025,212400,True,2,SETTLERS GROVE,E.TEE,0AIot8UcgBBABdbbBTwBe6
0.724,0.484,8,-6.756,1,0.218,0.134,0.0,0.0929,0.345,130.056,137424,True,1,UP,E.TEE,3uAG5XzMrkGhjYaZBP3B81
0.886,0.55,10,-8.844,0,0.331,0.0681,0.0,0.119,0.69,128.966,194436,True,2,PSYch WArd,E.TEE,7JLX16MyImXZBB1dBagFE4
0.65,0.452,1,-9.51,1,0.467,0.0434,0.0,0.103,0.249,120.062,319032,True,1,(Outro) MOB/BLOOD ON THE WALL,E.TEE,5AGyMMvEJrttJsaPZ8nkZU
0.889,0.545,4,-9.106,0,0.188,0.384,0.0,0.177,0.671,130.092,115896,True,1,PISTOL IN THE GLOVEBOX,E.TEE,0hrmOZDyDh7bsZqsLrIVQ4
0.617,0.632,8,-6.601,0,0.413,0.588,0.0,0.108,0.62,110.025,192072,True,1,POISON,E.TEE,7F9QxykTYS9hYjbwZZ7JzK
0.919,0.822,2,-5.816,1,0.287,0.187,0.0,0.151,0.887,115.903,147480,True,1,TARGET,E.TEE,5NekVSOJjHBYUKycSgTOvm
0.866,0.527,5,-9.464,1,0.374,0.215,0.0,0.115,0.719,130.076,154224,True,1,PICTURE PERFECT,E.TEE,5RyFcfjIU1vIBd6FjDrVsj
0.773,0.495,0,-9.982,0,0.372,0.0145,0.0,0.126,0.521,164.898,185568,True,1,OH NO!,E.TEE,55BIYyaCVbv4WL0mFNKhf6
0.507,0.621,6,-9.638,0,0.48,0.627,0.0,0.133,0.64,69.207,128602,True,5,Intro,K.Hill,7GeD5ZbMVcdIpUm83d0fe6
0.614,0.563,1,-12.489,1,0.378,0.332,0.0,0.0891,0.663,91.026,167497,True,4,Love Scarz,K.Hill,2izrBJ0NoJLSq0VrwNr7rc
0.719,0.573,7,-8.306,1,0.449,0.314,0.0,0.141,0.607,92.395,162194,True,3,Wasn't Easy,K.Hill,18SBhG6L7FhPcu0pGC9rVe
0.686,0.394,11,-14.825,0,0.379,0.252,0.0,0.293,0.259,81.06,176013,True,4,Love Of My Life,K.Hill,4nkYS6TZiIlthX2aChmOoz
0.458,0.734,1,-9.516,0,0.818,0.568,0.0,0.112,0.553,191.762,187639,True,6,Letter From 29,K.Hill,48Jr2qhUFR3YeU2IDPdkrm
0.83,0.372,1,-14.675,1,0.449,0.109,0.0,0.183,0.283,130.121,144274,True,3,Movie,K.Hill,0b0c8P82ehsWvm4uVq4Nwe
0.792,0.524,10,-8.241,0,0.425,0.0839,0.0,0.0991,0.534,100.099,154803,True,2,No Sympathy,K.Hill,5i0cqQ4iaXktPxwYuaETHZ
0.583,0.322,2,-14.896,0,0.543,0.358,0.0,0.112,0.556,90.063,129489,True,2,Outro,K.Hill,6zfRVO7Aji2BPCLxmknwec
0.544,0.694,1,-7.437,1,0.105,0.00144,0.0,0.174,0.369,143.977,133519,True,13,Faze,MK Virgo,40QGma4Rcsdz2rWcv382Jh
0.704,0.364,10,-11.331,0,0.204,0.000428,0.0,0.131,0.132,144.866,66377,True,0,Mosh,Lil Kappy,4mp5ly7P6yCrNZe0awRpev
0.588,0.398,1,-9.868,1,0.0803,0.0104,0.0,0.34,0.218,159.091,72594,True,0,Last,Lil Kappy,1e1sAO2HuTmrSISROguF23
0.676,0.536,4,-8.909,0,0.19,0.172,0.0,0.0916,0.195,153.075,100467,True,0,Dis Morning,Lil Kappy,6s40vHSl8sCJD8VNim5oSD
0.758,0.589,2,-12.154,1,0.393,0.0325,0.0,0.106,0.543,94.109,81607,True,14,Grip,Lil Kappy,3qwwMRehgXJMdVY3iJJP74
0.748,0.451,1,-13.094,1,0.433,0.362,0.0,0.244,0.532,135.082,133407,True,15,Duckin Dem Switches,Romilli,6bCIQiBxLaBcOuuZWV8laN
0.791,0.703,11,-3.621,0,0.0529,0.742,0.00138,0.159,0.97,95.947,160215,False,14,Azul Cielo,Hangeelo Mixx,0rS978bYYbVmrinvEefGag
0.359,0.419,5,-4.838,0,0.0335,0.871,0.0,0.267,0.701,94.018,155144,True,14,Bajo el Sol,Dairanath Katherine Mix,270U5vYSSSJPzhKfpIBWSM
0.389,0.967,7,-17.484,0,0.0578,0.985,0.944,0.135,0.0331,141.343,162876,False,0,Birdies Chirps Through the Rain,ASMR Rain Sounds,2WU3n1u5WDUbKxPCtc0743
0.342,0.965,6,-24.349,1,0.0525,0.996,0.87,0.68,0.0252,84.693,136931,False,1,Raindrops and Trickling Water,ASMR Rain Sounds,2guo0HlJdtlvvXJM04tDUX
0.136,0.431,7,-25.297,0,0.0955,0.00942,0.00217,0.408,0.123,83.614,165437,False,1,Zen Rain,ASMR Rain Sounds,3a277p74QOIxiMxaleXPsH
0.171,0.191,2,-13.612,1,0.104,0.0,0.999,0.622,0.101,111.761,150796,False,1,Peace Rain,ASMR Rain Sounds,6mSzhZF6XXfnACiPtSlXAQ
0.315,0.975,9,-24.139,1,0.0622,0.996,0.969,0.449,0.0171,125.7,136053,False,1,Annual Pitter Patter,ASMR Rain Sounds,657ziPydMGMJKr9do9KMn1
0.352,0.969,11,-23.833,0,0.0621,0.996,0.913,0.874,0.0294,135.441,130335,False,0,Droplets Go Down,ASMR Rain Sounds,2HRbgDln1FqPeg6iUbWmtD
0.138,0.998,4,-20.89,1,0.0603,0.941,1.0,0.194,1e-05,141.351,171444,False,1,Lush Pitter Patter,ASMR Rain Sounds,0T098ieRCfI10YUXjkWApL
0.367,0.818,9,-29.259,1,0.0959,0.995,0.862,0.244,0.0289,173.222,166421,False,1,Slow Raindrops,ASMR Rain Sounds,4E2yEYHF8wPOJRS67rJkQE
0.163,0.205,1,-24.876,1,0.0839,3.33e-05,0.0,0.432,0.21,78.204,148174,False,1,Town Rain,ASMR Rain Sounds,3QjA7nVZgmZGpjui40TIry
0.146,0.885,11,-31.079,0,0.0574,0.994,0.946,0.105,0.00637,138.314,120000,False,1,Pitter Patter from Clouds,ASMR Rain Sounds,0K3WkU3U7fEuPdS9lAsCwI
0.203,0.996,9,-22.61,0,0.0607,0.937,0.000575,0.261,0.00351,142.266,125536,False,1,Rain Casts,ASMR Rain Sounds,3kOuRvjSJzaiuFzEeX3wHU
0.161,0.142,5,-19.929,1,0.0553,0.184,0.993,0.769,0.0252,113.433,121714,False,1,Bright Rain,ASMR Rain Sounds,7zzOJ5yMFQzoxCDeRDlAWm
0.18,0.996,1,-18.352,0,0.0618,0.992,0.999,0.361,1e-05,86.793,174367,False,1,City Rainfall,ASMR Rain Sounds,4zWZfi8nT1ZvFjmWXUQZNR
0.351,0.918,4,-22.435,1,0.0416,0.969,0.957,0.102,0.0332,66.993,120994,False,1,Rain Always Falls,ASMR Rain Sounds,5OA5RwG690cgGQiE20ORCC
0.185,0.977,2,-23.751,1,0.0547,0.935,0.777,0.0997,0.00934,80.338,120059,False,1,Dreaming of Pitter Patter,ASMR Rain Sounds,5CI4gIlYUYPLhwTGaTMlQO
0.164,0.964,2,-25.132,1,0.0651,0.171,0.964,0.385,1e-05,126.762,136851,False,1,Sunday Shower,ASMR Rain Sounds,7MNT4yCUOo2uHwVTY9Yn5h
0.243,0.994,1,-17.158,0,0.101,0.935,0.359,0.188,0.0169,140.634,118919,False,1,Pitter Patter Creates Puddles,ASMR Rain Sounds,3JJXtYvF7ZOJzrsOf7ZMCM
0.0743,0.567,2,-31.201,0,0.0418,0.96,0.817,0.122,0.0198,174.764,120757,False,1,The Surrounding Rain,ASMR Rain Sounds,47miBUCRe9Wtktvw0w2zeN
0.333,0.925,10,-20.287,0,0.0516,0.758,0.953,0.121,0.0342,69.916,121515,False,1,Downtime Rain,ASMR Rain Sounds,4IYQAab7Evd1JIH5rmcJ1U
0.162,0.402,2,-33.961,0,0.0677,0.925,0.964,0.108,0.00246,127.776,120000,False,1,Rainfall Passes By,ASMR Rain Sounds,2becIjlTM8QDbqnz3d11ln
0.355,0.407,1,-15.243,0,0.085,1.03e-06,0.915,0.774,0.0751,106.93,159252,False,1,Noisy Street,ASMR Rain Sounds,6fFC2Y5TbMFzZCYAknTa6x
0.205,0.959,5,-23.009,0,0.0561,0.929,0.986,0.314,1e-05,65.046,172821,False,1,July Downpour,ASMR Rain Sounds,7FVtWvgef8sNPbLLTLHA8X
0.167,0.489,2,-33.776,0,0.045,0.996,0.917,0.147,0.0305,127.558,121543,False,1,Rain Comes and Goes,ASMR Rain Sounds,36KNPZiPnBnSWCe3zJdSAo
0.12,0.137,4,-13.406,0,0.117,0.03,0.000489,0.441,0.0391,93.237,129623,False,1,Heavy City Rain,ASMR Rain Sounds,5tei0E1NhbbBhYcLeWeuPZ
0.138,0.244,9,-38.356,0,0.0494,0.968,0.338,0.143,0.0329,141.201,150484,False,1,Rumbling Wind and Rain,ASMR Rain Sounds,4H9gVEnrEcKdyMCNLZv6mq
0.131,0.111,2,-16.234,1,0.0738,0.0,0.0296,0.391,0.125,142.756,150796,False,1,Loud Rain,ASMR Rain Sounds,0t9A33v8imY5v7hecuINnm
0.13,0.735,9,-28.884,0,0.0709,0.51,0.725,0.141,0.00941,143.939,122549,False,1,Watching the Downpour,ASMR Rain Sounds,4Wl6jtoPeiYgkn1JjvhbsA
0.428,0.704,1,-22.345,1,0.0401,0.958,0.956,0.114,0.0792,91.261,120251,False,1,Rain with the Wind,ASMR Rain Sounds,4N1G9shy5pUI35hmuOoxsX
0.111,0.915,3,-28.146,0,0.0464,0.992,0.981,0.523,0.0111,86.859,129495,False,1,Rainfall Keeps Falling,ASMR Rain Sounds,3mMbE3mi9KCpnxMfgIeBbD
0.339,0.964,6,-22.448,0,0.0563,0.914,0.786,0.104,0.0274,121.315,157803,False,1,Low Rain,ASMR Rain Sounds,5gZbfpZ7OLOoTaFzSdaM7Q
0.162,0.934,10,-21.889,1,0.0579,0.516,0.616,0.179,0.00952,141.781,120000,False,1,Gorgeous Rain Mood,ASMR Rain Sounds,0xV5SKYwVEtKQvGEXmBupL
0.127,0.649,1,-22.403,1,0.181,0.0928,0.762,0.43,0.0293,99.398,150796,False,1,Wet Weathers,ASMR Rain Sounds,3gcdd3oxXUJh0VB5j2DsS9
0.159,0.999,7,-18.44,0,0.0556,0.993,0.99,0.461,1e-05,130.384,125942,False,1,Heavy Rain Falls,ASMR Rain Sounds,4Ceqca0yeBT9nfvgI5r0IP
0.206,0.514,1,-19.833,0,0.103,1.13e-06,0.966,0.723,0.178,112.497,150796,False,1,Rest to Rain,ASMR Rain Sounds,3nfIKpAmzH39jI4XdmhRWe
0.376,0.54,2,-15.503,1,0.0996,0.0,0.923,0.741,0.134,115.076,148174,False,1,Calm Sleep Night,ASMR Rain Sounds,4K4DVCUpF93LJyVFLE2oIH
0.228,0.32,4,-25.678,1,0.0726,0.955,0.915,0.1,0.038,178.492,173086,False,0,Prominent Chirps Through Rainfall,ASMR Rain Sounds,6QgtNuGE3rBcGGkUeXTj1j
0.159,0.00145,9,-23.352,0,0.063,0.185,0.324,0.439,0.0236,111.774,143193,False,1,Cloud Of Rain,ASMR Rain Sounds,3pEUCqikYNvyMkJbIlT0eX
0.16,0.238,5,-19.739,1,0.158,0.184,0.995,0.403,0.0309,112.575,121714,False,1,Afternoon Rain,ASMR Rain Sounds,2EQraVXOIy0YvzEuci32WM
0.239,0.52,1,-28.009,1,0.0758,0.0777,0.927,0.138,0.0318,109.819,120047,False,1,Downpour in Nature,ASMR Rain Sounds,3044LviwzUOBDrmeE9V1Lp
0.137,0.384,4,-16.953,0,0.0625,0.00123,0.0,0.626,0.171,93.438,129623,False,1,Rain Street,ASMR Rain Sounds,22DC1P1XfvFYSpc5uDyIt8
0.36,9.06e-05,9,-21.917,0,0.116,0.198,0.981,0.731,0.0133,121.806,157778,False,1,Gorgeous Rain,ASMR Rain Sounds,3I8fERWXgegknwUecmcUVo
0.0823,0.984,8,-24.378,1,0.0635,0.82,0.977,0.868,1e-05,84.12,168363,False,0,Birds Chirp in the Downpour,ASMR Rain Sounds,6WEGYNcNuZltW6vjFLKP1P
0.538,0.833,7,-4.548,1,0.0977,0.000827,5.72e-05,0.062,0.714,133.915,206144,False,14,One Single Night,Sixtwoseven,3cQIF4cO6NVYUTFgcQ4KBk
0.481,0.864,1,-5.084,0,0.0452,0.0231,0.0,0.117,0.74,103.186,177084,False,0,Wreckless Soul,Sixtwoseven,78ZBBTcCjzyslMSePPR5rv
0.338,0.789,9,-4.929,0,0.0389,0.00156,3.02e-05,0.0672,0.579,103.2,194795,False,0,Joshua's Song,Sixtwoseven,3ohq0wYBQGOyufou2nYsnz
0.522,0.856,0,-3.641,1,0.0372,0.0799,0.0,0.0993,0.755,126.668,220834,False,0,Top of the World,Sixtwoseven,0gTa0fbBJ1yxNrgzQwsMJ9
0.56,0.793,7,-5.315,1,0.0715,0.000613,0.756,0.0616,0.621,134.149,205735,False,0,One Single Night (Intrumental),Sixtwoseven,0pkc8NBF4ENgYpTOV2tp0p
0.471,0.864,1,-6.184,0,0.0399,0.000533,0.659,0.105,0.724,103.249,176992,False,0,Wreckless Soul (Instrumental),Sixtwoseven,1f0AMSkCqPa3o1O7qfcrke
0.346,0.811,9,-5.399,0,0.0329,8.66e-05,0.76,0.0839,0.568,102.885,193936,False,0,Joshua's Song (Instrumental),Sixtwoseven,24z2b2Z0nCV7p2XTJHOXyH
0.504,0.802,0,-5.1,1,0.0333,0.000498,0.721,0.0996,0.896,126.726,219342,False,0,Top of the World (Instrumental),Sixtwoseven,4gYrufM5NTsOFfZ6pVbCWv
0.84,0.588,1,-12.187,1,0.45,0.163,0.0,0.13,0.941,122.764,236826,True,8,GOING DUMB,6kFly,1jSDhzVAEYXe7SCihVAN4r
